dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1743-11-01,-1.854,1.734,Montreal,Canada,45.81N,72.69W
1743-12-01,,,Montreal,Canada,45.81N,72.69W
1744-01-01,,,Montreal,Canada,45.81N,72.69W
1744-02-01,,,Montreal,Canada,45.81N,72.69W
1744-03-01,,,Montreal,Canada,45.81N,72.69W
1744-04-01,5.1640000000000015,2.209,Montreal,Canada,45.81N,72.69W
1744-05-01,12.306,1.541,Montreal,Canada,45.81N,72.69W
1744-06-01,18.401,1.46,Montreal,Canada,45.81N,72.69W
1744-07-01,19.32,1.331,Montreal,Canada,45.81N,72.69W
1744-08-01,,,Montreal,Canada,45.81N,72.69W
1744-09-01,11.273,1.446,Montreal,Canada,45.81N,72.69W
1744-10-01,4.949,1.564,Montreal,Canada,45.81N,72.69W
1744-11-01,-1.908,1.511,Montreal,Canada,45.81N,72.69W
1744-12-01,-9.774,1.828,Montreal,Canada,45.81N,72.69W
1745-01-01,-11.217,1.85,Montreal,Canada,45.81N,72.69W
1745-02-01,-11.169,1.71,Montreal,Canada,45.81N,72.69W
1745-03-01,-5.375,1.581,Montreal,Canada,45.81N,72.69W
1745-04-01,3.526,1.344,Montreal,Canada,45.81N,72.69W
1745-05-01,,,Montreal,Canada,45.81N,72.69W
1745-06-01,,,Montreal,Canada,45.81N,72.69W
1745-07-01,,,Montreal,Canada,45.81N,72.69W
1745-08-01,,,Montreal,Canada,45.81N,72.69W
1745-09-01,,,Montreal,Canada,45.81N,72.69W
1745-10-01,,,Montreal,Canada,45.81N,72.69W
1745-11-01,,,Montreal,Canada,45.81N,72.69W
1745-12-01,,,Montreal,Canada,45.81N,72.69W
1746-01-01,,,Montreal,Canada,45.81N,72.69W
1746-02-01,,,Montreal,Canada,45.81N,72.69W
1746-03-01,,,Montreal,Canada,45.81N,72.69W
1746-04-01,,,Montreal,Canada,45.81N,72.69W
1746-05-01,,,Montreal,Canada,45.81N,72.69W
1746-06-01,,,Montreal,Canada,45.81N,72.69W
1746-07-01,,,Montreal,Canada,45.81N,72.69W
1746-08-01,,,Montreal,Canada,45.81N,72.69W
1746-09-01,,,Montreal,Canada,45.81N,72.69W
1746-10-01,,,Montreal,Canada,45.81N,72.69W
1746-11-01,,,Montreal,Canada,45.81N,72.69W
1746-12-01,,,Montreal,Canada,45.81N,72.69W
1747-01-01,,,Montreal,Canada,45.81N,72.69W
1747-02-01,,,Montreal,Canada,45.81N,72.69W
1747-03-01,,,Montreal,Canada,45.81N,72.69W
1747-04-01,,,Montreal,Canada,45.81N,72.69W
1747-05-01,,,Montreal,Canada,45.81N,72.69W
1747-06-01,,,Montreal,Canada,45.81N,72.69W
1747-07-01,,,Montreal,Canada,45.81N,72.69W
1747-08-01,,,Montreal,Canada,45.81N,72.69W
1747-09-01,,,Montreal,Canada,45.81N,72.69W
1747-10-01,,,Montreal,Canada,45.81N,72.69W
1747-11-01,,,Montreal,Canada,45.81N,72.69W
1747-12-01,,,Montreal,Canada,45.81N,72.69W
1748-01-01,,,Montreal,Canada,45.81N,72.69W
1748-02-01,,,Montreal,Canada,45.81N,72.69W
1748-03-01,,,Montreal,Canada,45.81N,72.69W
1748-04-01,,,Montreal,Canada,45.81N,72.69W
1748-05-01,,,Montreal,Canada,45.81N,72.69W
1748-06-01,,,Montreal,Canada,45.81N,72.69W
1748-07-01,,,Montreal,Canada,45.81N,72.69W
1748-08-01,,,Montreal,Canada,45.81N,72.69W
1748-09-01,,,Montreal,Canada,45.81N,72.69W
1748-10-01,,,Montreal,Canada,45.81N,72.69W
1748-11-01,,,Montreal,Canada,45.81N,72.69W
1748-12-01,,,Montreal,Canada,45.81N,72.69W
1749-01-01,,,Montreal,Canada,45.81N,72.69W
1749-02-01,,,Montreal,Canada,45.81N,72.69W
1749-03-01,,,Montreal,Canada,45.81N,72.69W
1749-04-01,,,Montreal,Canada,45.81N,72.69W
1749-05-01,,,Montreal,Canada,45.81N,72.69W
1749-06-01,,,Montreal,Canada,45.81N,72.69W
1749-07-01,,,Montreal,Canada,45.81N,72.69W
1749-08-01,,,Montreal,Canada,45.81N,72.69W
1749-09-01,,,Montreal,Canada,45.81N,72.69W
1749-10-01,,,Montreal,Canada,45.81N,72.69W
1749-11-01,,,Montreal,Canada,45.81N,72.69W
1749-12-01,,,Montreal,Canada,45.81N,72.69W
1750-01-01,-12.954,1.726,Montreal,Canada,45.81N,72.69W
1750-02-01,-11.152999999999999,1.889,Montreal,Canada,45.81N,72.69W
1750-03-01,-3.915,2.251,Montreal,Canada,45.81N,72.69W
1750-04-01,4.154,1.3519999999999999,Montreal,Canada,45.81N,72.69W
1750-05-01,12.1,1.395,Montreal,Canada,45.81N,72.69W
1750-06-01,16.334,1.189,Montreal,Canada,45.81N,72.69W
1750-07-01,21.320999999999998,1.14,Montreal,Canada,45.81N,72.69W
1750-08-01,18.756,1.187,Montreal,Canada,45.81N,72.69W
1750-09-01,13.666,1.193,Montreal,Canada,45.81N,72.69W
1750-10-01,5.002000000000002,1.3419999999999999,Montreal,Canada,45.81N,72.69W
1750-11-01,,,Montreal,Canada,45.81N,72.69W
1750-12-01,-8.332,1.8840000000000001,Montreal,Canada,45.81N,72.69W
1751-01-01,-12.32,1.815,Montreal,Canada,45.81N,72.69W
1751-02-01,-10.675999999999998,1.871,Montreal,Canada,45.81N,72.69W
1751-03-01,-3.4330000000000003,1.703,Montreal,Canada,45.81N,72.69W
1751-04-01,3.3280000000000003,1.351,Montreal,Canada,45.81N,72.69W
1751-05-01,,,Montreal,Canada,45.81N,72.69W
1751-06-01,17.992,1.197,Montreal,Canada,45.81N,72.69W
1751-07-01,19.817999999999998,1.087,Montreal,Canada,45.81N,72.69W
1751-08-01,18.183,1.127,Montreal,Canada,45.81N,72.69W
1751-09-01,12.091,1.156,Montreal,Canada,45.81N,72.69W
1751-10-01,,,Montreal,Canada,45.81N,72.69W
1751-11-01,,,Montreal,Canada,45.81N,72.69W
1751-12-01,,,Montreal,Canada,45.81N,72.69W
1752-01-01,-16.217,2.042,Montreal,Canada,45.81N,72.69W
1752-02-01,,,Montreal,Canada,45.81N,72.69W
1752-03-01,-3.359,1.725,Montreal,Canada,45.81N,72.69W
1752-04-01,2.764,1.778,Montreal,Canada,45.81N,72.69W
1752-05-01,,,Montreal,Canada,45.81N,72.69W
1752-06-01,,,Montreal,Canada,45.81N,72.69W
1752-07-01,,,Montreal,Canada,45.81N,72.69W
1752-08-01,,,Montreal,Canada,45.81N,72.69W
1752-09-01,,,Montreal,Canada,45.81N,72.69W
1752-10-01,5.381,1.515,Montreal,Canada,45.81N,72.69W
1752-11-01,0.6829999999999999,1.4040000000000001,Montreal,Canada,45.81N,72.69W
1752-12-01,-8.558,1.6780000000000002,Montreal,Canada,45.81N,72.69W
1753-01-01,-11.917,3.574,Montreal,Canada,45.81N,72.69W
1753-02-01,-10.094,4.779,Montreal,Canada,45.81N,72.69W
1753-03-01,-2.526,3.378,Montreal,Canada,45.81N,72.69W
1753-04-01,3.4360000000000004,5.409,Montreal,Canada,45.81N,72.69W
1753-05-01,12.071,1.8459999999999999,Montreal,Canada,45.81N,72.69W
1753-06-01,18.137999999999998,3.0260000000000002,Montreal,Canada,45.81N,72.69W
1753-07-01,19.680999999999997,2.376,Montreal,Canada,45.81N,72.69W
1753-08-01,17.945,4.282,Montreal,Canada,45.81N,72.69W
1753-09-01,11.907,2.695,Montreal,Canada,45.81N,72.69W
1753-10-01,6.48,1.537,Montreal,Canada,45.81N,72.69W
1753-11-01,-1.743,1.5819999999999999,Montreal,Canada,45.81N,72.69W
1753-12-01,-10.1,4.899,Montreal,Canada,45.81N,72.69W
1754-01-01,-11.113,3.988,Montreal,Canada,45.81N,72.69W
1754-02-01,-11.263,5.129,Montreal,Canada,45.81N,72.69W
1754-03-01,-4.0280000000000005,3.781,Montreal,Canada,45.81N,72.69W
1754-04-01,,,Montreal,Canada,45.81N,72.69W
1754-05-01,,,Montreal,Canada,45.81N,72.69W
1754-06-01,17.425,2.708,Montreal,Canada,45.81N,72.69W
1754-07-01,19.646,2.129,Montreal,Canada,45.81N,72.69W
1754-08-01,18.048,2.517,Montreal,Canada,45.81N,72.69W
1754-09-01,12.557,2.061,Montreal,Canada,45.81N,72.69W
1754-10-01,7.465,2.465,Montreal,Canada,45.81N,72.69W
1754-11-01,,,Montreal,Canada,45.81N,72.69W
1754-12-01,-7.898,1.8419999999999999,Montreal,Canada,45.81N,72.69W
1755-01-01,-12.034,5.806,Montreal,Canada,45.81N,72.69W
1755-02-01,-10.446,3.627,Montreal,Canada,45.81N,72.69W
1755-03-01,-5.545,3.318,Montreal,Canada,45.81N,72.69W
1755-04-01,4.090000000000002,3.9389999999999996,Montreal,Canada,45.81N,72.69W
1755-05-01,12.017999999999999,3.049,Montreal,Canada,45.81N,72.69W
1755-06-01,17.374000000000002,4.0,Montreal,Canada,45.81N,72.69W
1755-07-01,,,Montreal,Canada,45.81N,72.69W
1755-08-01,,,Montreal,Canada,45.81N,72.69W
1755-09-01,12.457,1.825,Montreal,Canada,45.81N,72.69W
1755-10-01,4.743,3.346,Montreal,Canada,45.81N,72.69W
1755-11-01,-1.479,3.533,Montreal,Canada,45.81N,72.69W
1755-12-01,-9.568,5.518,Montreal,Canada,45.81N,72.69W
1756-01-01,-10.726,3.3139999999999996,Montreal,Canada,45.81N,72.69W
1756-02-01,-8.177999999999999,2.217,Montreal,Canada,45.81N,72.69W
1756-03-01,,,Montreal,Canada,45.81N,72.69W
1756-04-01,,,Montreal,Canada,45.81N,72.69W
1756-05-01,,,Montreal,Canada,45.81N,72.69W
1756-06-01,17.826,1.986,Montreal,Canada,45.81N,72.69W
1756-07-01,19.576,1.318,Montreal,Canada,45.81N,72.69W
1756-08-01,17.788999999999994,4.279,Montreal,Canada,45.81N,72.69W
1756-09-01,13.640999999999998,2.468,Montreal,Canada,45.81N,72.69W
1756-10-01,5.622999999999999,2.931,Montreal,Canada,45.81N,72.69W
1756-11-01,-2.247,3.656,Montreal,Canada,45.81N,72.69W
1756-12-01,-10.09,1.9669999999999999,Montreal,Canada,45.81N,72.69W
1757-01-01,-13.606,2.983,Montreal,Canada,45.81N,72.69W
1757-02-01,-9.953,2.369,Montreal,Canada,45.81N,72.69W
1757-03-01,-4.417,3.145,Montreal,Canada,45.81N,72.69W
1757-04-01,3.048,2.359,Montreal,Canada,45.81N,72.69W
1757-05-01,12.123,2.439,Montreal,Canada,45.81N,72.69W
1757-06-01,19.834,2.826,Montreal,Canada,45.81N,72.69W
1757-07-01,21.566999999999997,3.074,Montreal,Canada,45.81N,72.69W
1757-08-01,17.858999999999995,5.135,Montreal,Canada,45.81N,72.69W
1757-09-01,,,Montreal,Canada,45.81N,72.69W
1757-10-01,5.3260000000000005,4.458,Montreal,Canada,45.81N,72.69W
1757-11-01,-2.201,3.826,Montreal,Canada,45.81N,72.69W
1757-12-01,-8.876,3.221,Montreal,Canada,45.81N,72.69W
1758-01-01,-13.884,2.005,Montreal,Canada,45.81N,72.69W
1758-02-01,-12.182,2.812,Montreal,Canada,45.81N,72.69W
1758-03-01,-4.914,3.7110000000000003,Montreal,Canada,45.81N,72.69W
1758-04-01,2.9910000000000005,6.481,Montreal,Canada,45.81N,72.69W
1758-05-01,10.363,3.557,Montreal,Canada,45.81N,72.69W
1758-06-01,16.667,3.793,Montreal,Canada,45.81N,72.69W
1758-07-01,19.012999999999998,4.36,Montreal,Canada,45.81N,72.69W
1758-08-01,16.394000000000002,2.9210000000000003,Montreal,Canada,45.81N,72.69W
1758-09-01,11.67,2.3819999999999997,Montreal,Canada,45.81N,72.69W
1758-10-01,2.965,6.242999999999999,Montreal,Canada,45.81N,72.69W
1758-11-01,-1.507,8.058,Montreal,Canada,45.81N,72.69W
1758-12-01,-9.886000000000001,4.879,Montreal,Canada,45.81N,72.69W
1759-01-01,-11.994000000000002,6.495,Montreal,Canada,45.81N,72.69W
1759-02-01,-8.993,7.394,Montreal,Canada,45.81N,72.69W
1759-03-01,-4.354,2.805,Montreal,Canada,45.81N,72.69W
1759-04-01,2.9610000000000003,4.928,Montreal,Canada,45.81N,72.69W
1759-05-01,11.412,1.463,Montreal,Canada,45.81N,72.69W
1759-06-01,17.067999999999998,2.803,Montreal,Canada,45.81N,72.69W
1759-07-01,17.232,2.233,Montreal,Canada,45.81N,72.69W
1759-08-01,17.273,4.993,Montreal,Canada,45.81N,72.69W
1759-09-01,13.177,3.273,Montreal,Canada,45.81N,72.69W
1759-10-01,6.676,3.102,Montreal,Canada,45.81N,72.69W
1759-11-01,-1.148,4.145,Montreal,Canada,45.81N,72.69W
1759-12-01,-12.285,8.273,Montreal,Canada,45.81N,72.69W
1760-01-01,-13.691,2.622,Montreal,Canada,45.81N,72.69W
1760-02-01,-9.899,3.8810000000000002,Montreal,Canada,45.81N,72.69W
1760-03-01,-5.443,3.2510000000000003,Montreal,Canada,45.81N,72.69W
1760-04-01,3.881,3.807,Montreal,Canada,45.81N,72.69W
1760-05-01,10.79,2.745,Montreal,Canada,45.81N,72.69W
1760-06-01,15.814,2.502,Montreal,Canada,45.81N,72.69W
1760-07-01,,,Montreal,Canada,45.81N,72.69W
1760-08-01,18.094,4.372,Montreal,Canada,45.81N,72.69W
1760-09-01,12.366,4.397,Montreal,Canada,45.81N,72.69W
1760-10-01,5.152,3.0869999999999997,Montreal,Canada,45.81N,72.69W
1760-11-01,-1.7540000000000002,2.282,Montreal,Canada,45.81N,72.69W
1760-12-01,-9.39,2.073,Montreal,Canada,45.81N,72.69W
1761-01-01,-15.568,6.647,Montreal,Canada,45.81N,72.69W
1761-02-01,-10.652000000000001,2.8,Montreal,Canada,45.81N,72.69W
1761-03-01,-3.073,1.9340000000000002,Montreal,Canada,45.81N,72.69W
1761-04-01,3.526,2.657,Montreal,Canada,45.81N,72.69W
1761-05-01,14.700999999999999,2.278,Montreal,Canada,45.81N,72.69W
1761-06-01,22.873,1.92,Montreal,Canada,45.81N,72.69W
1761-07-01,26.164,1.7180000000000002,Montreal,Canada,45.81N,72.69W
1761-08-01,18.0,1.8519999999999999,Montreal,Canada,45.81N,72.69W
1761-09-01,12.38,1.521,Montreal,Canada,45.81N,72.69W
1761-10-01,,,Montreal,Canada,45.81N,72.69W
1761-11-01,-0.959,3.216,Montreal,Canada,45.81N,72.69W
1761-12-01,-12.601,1.955,Montreal,Canada,45.81N,72.69W
1762-01-01,,,Montreal,Canada,45.81N,72.69W
1762-02-01,-10.911,2.767,Montreal,Canada,45.81N,72.69W
1762-03-01,-5.904,4.22,Montreal,Canada,45.81N,72.69W
1762-04-01,4.493,2.498,Montreal,Canada,45.81N,72.69W
1762-05-01,12.138,4.95,Montreal,Canada,45.81N,72.69W
1762-06-01,17.952,5.165,Montreal,Canada,45.81N,72.69W
1762-07-01,20.755000000000006,2.1430000000000002,Montreal,Canada,45.81N,72.69W
1762-08-01,,,Montreal,Canada,45.81N,72.69W
1762-09-01,12.501,5.072,Montreal,Canada,45.81N,72.69W
1762-10-01,4.699,2.458,Montreal,Canada,45.81N,72.69W
1762-11-01,-0.9520000000000001,1.5430000000000001,Montreal,Canada,45.81N,72.69W
1762-12-01,-8.142000000000001,4.374,Montreal,Canada,45.81N,72.69W
1763-01-01,-15.254000000000001,2.273,Montreal,Canada,45.81N,72.69W
1763-02-01,-12.493,4.9719999999999995,Montreal,Canada,45.81N,72.69W
1763-03-01,-6.0729999999999995,4.337,Montreal,Canada,45.81N,72.69W
1763-04-01,3.3680000000000003,1.419,Montreal,Canada,45.81N,72.69W
1763-05-01,10.694,1.851,Montreal,Canada,45.81N,72.69W
1763-06-01,16.76,3.927,Montreal,Canada,45.81N,72.69W
1763-07-01,,,Montreal,Canada,45.81N,72.69W
1763-08-01,17.811999999999994,2.1790000000000003,Montreal,Canada,45.81N,72.69W
1763-09-01,12.643,1.6580000000000001,Montreal,Canada,45.81N,72.69W
1763-10-01,,,Montreal,Canada,45.81N,72.69W
1763-11-01,-2.064,2.8960000000000004,Montreal,Canada,45.81N,72.69W
1763-12-01,-7.207999999999999,2.142,Montreal,Canada,45.81N,72.69W
1764-01-01,-12.001,2.589,Montreal,Canada,45.81N,72.69W
1764-02-01,-7.803999999999999,1.9240000000000002,Montreal,Canada,45.81N,72.69W
1764-03-01,-4.12,2.076,Montreal,Canada,45.81N,72.69W
1764-04-01,,,Montreal,Canada,45.81N,72.69W
1764-05-01,,,Montreal,Canada,45.81N,72.69W
1764-06-01,14.967,2.8689999999999998,Montreal,Canada,45.81N,72.69W
1764-07-01,18.044,4.441,Montreal,Canada,45.81N,72.69W
1764-08-01,17.034000000000002,1.501,Montreal,Canada,45.81N,72.69W
1764-09-01,11.542,2.46,Montreal,Canada,45.81N,72.69W
1764-10-01,8.952,2.003,Montreal,Canada,45.81N,72.69W
1764-11-01,0.648,2.202,Montreal,Canada,45.81N,72.69W
1764-12-01,-4.8180000000000005,3.617,Montreal,Canada,45.81N,72.69W
1765-01-01,-12.62,4.442,Montreal,Canada,45.81N,72.69W
1765-02-01,-9.113,3.412,Montreal,Canada,45.81N,72.69W
1765-03-01,-2.728,2.5980000000000003,Montreal,Canada,45.81N,72.69W
1765-04-01,5.2120000000000015,1.636,Montreal,Canada,45.81N,72.69W
1765-05-01,11.947,2.063,Montreal,Canada,45.81N,72.69W
1765-06-01,,,Montreal,Canada,45.81N,72.69W
1765-07-01,18.562,3.73,Montreal,Canada,45.81N,72.69W
1765-08-01,17.97,2.477,Montreal,Canada,45.81N,72.69W
1765-09-01,13.005999999999998,1.7269999999999999,Montreal,Canada,45.81N,72.69W
1765-10-01,5.992999999999999,1.29,Montreal,Canada,45.81N,72.69W
1765-11-01,-0.08199999999999996,3.8369999999999997,Montreal,Canada,45.81N,72.69W
1765-12-01,-7.852,2.131,Montreal,Canada,45.81N,72.69W
1766-01-01,-13.17,4.213,Montreal,Canada,45.81N,72.69W
1766-02-01,-7.949999999999998,2.195,Montreal,Canada,45.81N,72.69W
1766-03-01,-3.889,2.497,Montreal,Canada,45.81N,72.69W
1766-04-01,3.976,3.512,Montreal,Canada,45.81N,72.69W
1766-05-01,11.875,1.889,Montreal,Canada,45.81N,72.69W
1766-06-01,17.863,5.989,Montreal,Canada,45.81N,72.69W
1766-07-01,19.22,3.195,Montreal,Canada,45.81N,72.69W
1766-08-01,19.02,2.6189999999999998,Montreal,Canada,45.81N,72.69W
1766-09-01,14.876,2.952,Montreal,Canada,45.81N,72.69W
1766-10-01,6.209,1.768,Montreal,Canada,45.81N,72.69W
1766-11-01,0.648,3.0580000000000003,Montreal,Canada,45.81N,72.69W
1766-12-01,-8.692,2.487,Montreal,Canada,45.81N,72.69W
1767-01-01,-12.380999999999998,5.083,Montreal,Canada,45.81N,72.69W
1767-02-01,-10.554,6.961,Montreal,Canada,45.81N,72.69W
1767-03-01,-3.975,4.8839999999999995,Montreal,Canada,45.81N,72.69W
1767-04-01,3.776,2.6510000000000002,Montreal,Canada,45.81N,72.69W
1767-05-01,10.307,1.641,Montreal,Canada,45.81N,72.69W
1767-06-01,,,Montreal,Canada,45.81N,72.69W
1767-07-01,19.19,2.7880000000000003,Montreal,Canada,45.81N,72.69W
1767-08-01,19.566,1.744,Montreal,Canada,45.81N,72.69W
1767-09-01,12.688,2.545,Montreal,Canada,45.81N,72.69W
1767-10-01,6.417999999999999,1.808,Montreal,Canada,45.81N,72.69W
1767-11-01,0.37799999999999995,4.992,Montreal,Canada,45.81N,72.69W
1767-12-01,-9.812000000000001,3.498,Montreal,Canada,45.81N,72.69W
1768-01-01,-12.86,7.131,Montreal,Canada,45.81N,72.69W
1768-02-01,-8.543,8.696,Montreal,Canada,45.81N,72.69W
1768-03-01,-5.9700000000000015,4.731,Montreal,Canada,45.81N,72.69W
1768-04-01,2.075,1.7080000000000002,Montreal,Canada,45.81N,72.69W
1768-05-01,10.185,2.089,Montreal,Canada,45.81N,72.69W
1768-06-01,15.404000000000002,3.225,Montreal,Canada,45.81N,72.69W
1768-07-01,18.905,3.846,Montreal,Canada,45.81N,72.69W
1768-08-01,17.429000000000002,2.003,Montreal,Canada,45.81N,72.69W
1768-09-01,12.314,3.0389999999999997,Montreal,Canada,45.81N,72.69W
1768-10-01,5.553,3.945,Montreal,Canada,45.81N,72.69W
1768-11-01,-1.291,4.655,Montreal,Canada,45.81N,72.69W
1768-12-01,-8.638,6.102,Montreal,Canada,45.81N,72.69W
1769-01-01,-11.213,7.047999999999999,Montreal,Canada,45.81N,72.69W
1769-02-01,-11.379000000000001,3.157,Montreal,Canada,45.81N,72.69W
1769-03-01,-5.182,4.836,Montreal,Canada,45.81N,72.69W
1769-04-01,4.461,4.208,Montreal,Canada,45.81N,72.69W
1769-05-01,11.350999999999999,6.346,Montreal,Canada,45.81N,72.69W
1769-06-01,18.437,2.728,Montreal,Canada,45.81N,72.69W
1769-07-01,19.813,4.217,Montreal,Canada,45.81N,72.69W
1769-08-01,17.987000000000002,4.263,Montreal,Canada,45.81N,72.69W
1769-09-01,13.372,1.5330000000000001,Montreal,Canada,45.81N,72.69W
1769-10-01,4.196000000000001,2.1830000000000003,Montreal,Canada,45.81N,72.69W
1769-11-01,-2.862,1.575,Montreal,Canada,45.81N,72.69W
1769-12-01,-9.904,3.427,Montreal,Canada,45.81N,72.69W
1770-01-01,-13.297,5.5920000000000005,Montreal,Canada,45.81N,72.69W
1770-02-01,-10.387,3.89,Montreal,Canada,45.81N,72.69W
1770-03-01,-6.6110000000000015,3.4419999999999997,Montreal,Canada,45.81N,72.69W
1770-04-01,4.8130000000000015,8.217,Montreal,Canada,45.81N,72.69W
1770-05-01,10.994000000000002,1.817,Montreal,Canada,45.81N,72.69W
1770-06-01,16.61,3.486,Montreal,Canada,45.81N,72.69W
1770-07-01,19.017,5.5329999999999995,Montreal,Canada,45.81N,72.69W
1770-08-01,18.136,3.657,Montreal,Canada,45.81N,72.69W
1770-09-01,12.86,3.0269999999999997,Montreal,Canada,45.81N,72.69W
1770-10-01,5.195,1.6769999999999998,Montreal,Canada,45.81N,72.69W
1770-11-01,-0.216,5.662999999999999,Montreal,Canada,45.81N,72.69W
1770-12-01,-7.925,3.088,Montreal,Canada,45.81N,72.69W
1771-01-01,-8.661999999999999,7.0360000000000005,Montreal,Canada,45.81N,72.69W
1771-02-01,-12.93,2.3609999999999998,Montreal,Canada,45.81N,72.69W
1771-03-01,-4.476,3.83,Montreal,Canada,45.81N,72.69W
1771-04-01,3.4170000000000003,4.328,Montreal,Canada,45.81N,72.69W
1771-05-01,12.353,6.928,Montreal,Canada,45.81N,72.69W
1771-06-01,17.279,2.511,Montreal,Canada,45.81N,72.69W
1771-07-01,19.380000000000006,2.0269999999999997,Montreal,Canada,45.81N,72.69W
1771-08-01,19.035,2.367,Montreal,Canada,45.81N,72.69W
1771-09-01,12.848,2.0469999999999997,Montreal,Canada,45.81N,72.69W
1771-10-01,8.242,1.6369999999999998,Montreal,Canada,45.81N,72.69W
1771-11-01,0.442,1.555,Montreal,Canada,45.81N,72.69W
1771-12-01,-9.945,3.65,Montreal,Canada,45.81N,72.69W
1772-01-01,-12.502,8.029,Montreal,Canada,45.81N,72.69W
1772-02-01,-10.533,5.718999999999999,Montreal,Canada,45.81N,72.69W
1772-03-01,-7.184,2.573,Montreal,Canada,45.81N,72.69W
1772-04-01,4.367,2.716,Montreal,Canada,45.81N,72.69W
1772-05-01,10.582,1.964,Montreal,Canada,45.81N,72.69W
1772-06-01,16.623,4.289,Montreal,Canada,45.81N,72.69W
1772-07-01,20.0,2.87,Montreal,Canada,45.81N,72.69W
1772-08-01,17.887999999999995,2.065,Montreal,Canada,45.81N,72.69W
1772-09-01,11.675999999999998,2.217,Montreal,Canada,45.81N,72.69W
1772-10-01,7.535,2.383,Montreal,Canada,45.81N,72.69W
1772-11-01,0.925,2.7430000000000003,Montreal,Canada,45.81N,72.69W
1772-12-01,-4.517,3.323,Montreal,Canada,45.81N,72.69W
1773-01-01,-12.219000000000001,3.2560000000000002,Montreal,Canada,45.81N,72.69W
1773-02-01,-13.109000000000002,2.931,Montreal,Canada,45.81N,72.69W
1773-03-01,-4.178,1.881,Montreal,Canada,45.81N,72.69W
1773-04-01,4.92,3.404,Montreal,Canada,45.81N,72.69W
1773-05-01,13.550999999999998,2.969,Montreal,Canada,45.81N,72.69W
1773-06-01,17.380000000000006,2.21,Montreal,Canada,45.81N,72.69W
1773-07-01,20.069000000000006,1.9369999999999998,Montreal,Canada,45.81N,72.69W
1773-08-01,18.056,1.651,Montreal,Canada,45.81N,72.69W
1773-09-01,14.499,2.055,Montreal,Canada,45.81N,72.69W
1773-10-01,7.552,2.082,Montreal,Canada,45.81N,72.69W
1773-11-01,-1.28,5.096,Montreal,Canada,45.81N,72.69W
1773-12-01,-5.416,5.091,Montreal,Canada,45.81N,72.69W
1774-01-01,-15.091,6.767,Montreal,Canada,45.81N,72.69W
1774-02-01,-10.114,5.263,Montreal,Canada,45.81N,72.69W
1774-03-01,-3.7089999999999996,2.369,Montreal,Canada,45.81N,72.69W
1774-04-01,7.879,1.9140000000000001,Montreal,Canada,45.81N,72.69W
1774-05-01,,,Montreal,Canada,45.81N,72.69W
1774-06-01,17.400000000000002,2.6489999999999996,Montreal,Canada,45.81N,72.69W
1774-07-01,20.262,3.139,Montreal,Canada,45.81N,72.69W
1774-08-01,18.397000000000002,2.528,Montreal,Canada,45.81N,72.69W
1774-09-01,12.835,3.11,Montreal,Canada,45.81N,72.69W
1774-10-01,8.695,3.353,Montreal,Canada,45.81N,72.69W
1774-11-01,-0.5840000000000001,6.257000000000001,Montreal,Canada,45.81N,72.69W
1774-12-01,-9.186,3.897,Montreal,Canada,45.81N,72.69W
1775-01-01,-9.64,3.835,Montreal,Canada,45.81N,72.69W
1775-02-01,-7.497999999999998,4.007,Montreal,Canada,45.81N,72.69W
1775-03-01,-1.808,1.6230000000000002,Montreal,Canada,45.81N,72.69W
1775-04-01,3.65,1.4609999999999999,Montreal,Canada,45.81N,72.69W
1775-05-01,12.994000000000002,2.061,Montreal,Canada,45.81N,72.69W
1775-06-01,15.875,4.671,Montreal,Canada,45.81N,72.69W
1775-07-01,19.819000000000006,1.4269999999999998,Montreal,Canada,45.81N,72.69W
1775-08-01,18.000999999999994,1.567,Montreal,Canada,45.81N,72.69W
1775-09-01,12.396,2.363,Montreal,Canada,45.81N,72.69W
1775-10-01,7.192,1.81,Montreal,Canada,45.81N,72.69W
1775-11-01,1.6829999999999998,3.1719999999999997,Montreal,Canada,45.81N,72.69W
1775-12-01,-9.499,2.119,Montreal,Canada,45.81N,72.69W
1776-01-01,-13.311,6.074,Montreal,Canada,45.81N,72.69W
1776-02-01,-10.475,4.005,Montreal,Canada,45.81N,72.69W
1776-03-01,-5.25,2.748,Montreal,Canada,45.81N,72.69W
1776-04-01,3.4680000000000004,1.7309999999999999,Montreal,Canada,45.81N,72.69W
1776-05-01,10.395,3.263,Montreal,Canada,45.81N,72.69W
1776-06-01,17.469,2.506,Montreal,Canada,45.81N,72.69W
1776-07-01,18.277,2.9789999999999996,Montreal,Canada,45.81N,72.69W
1776-08-01,18.263,3.2680000000000002,Montreal,Canada,45.81N,72.69W
1776-09-01,13.122,1.926,Montreal,Canada,45.81N,72.69W
1776-10-01,6.4239999999999995,2.256,Montreal,Canada,45.81N,72.69W
1776-11-01,0.299,4.766,Montreal,Canada,45.81N,72.69W
1776-12-01,-6.8100000000000005,2.7039999999999997,Montreal,Canada,45.81N,72.69W
1777-01-01,-9.674,4.194,Montreal,Canada,45.81N,72.69W
1777-02-01,-9.698,4.768,Montreal,Canada,45.81N,72.69W
1777-03-01,-4.04,1.8719999999999999,Montreal,Canada,45.81N,72.69W
